subject,provider,published_date,contract_price,status,contract_url,procurement_entity,reference_number,method,successful_bidder,removal_date,published_by,published_on,signed_by,extraction_timestamp,bidder_type,bidder_name,bidder_price,bidder_rank,evaluation_stage,failure_reasons
Procurement of lunch for the Post SMT meeting,"<span class=""text-muted"">PENINA RESTAURANT & TAKE AWAY LIMITED</span>",15-09-2025,"UGX
                                            :590,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63319725,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00247,Micro Procurement,PENINA RESTAURANT & TAKE AWAY LIMITED,15-09-2025,Head PDU,15 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:04:14.414068,successful_only,,,,,
350 Seater Tent for the Opening  Ceremony for Rubaga Division Valuation Court Sessions.,"<span class=""text-muted"">NECAM SERVICES LIMITED</span>",15-09-2025,"UGX
                                            :4,071,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63321750,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00070,Micro Procurement,NECAM SERVICES LIMITED,15-09-2025,Head PDU,15 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:04:16.791517,successful_only,,,,,
Training Committee Meeting,"<span class=""text-muted"">SUPER TASTE LIMITED</span>",12-08-2025,"UGX
                                            :584,100.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61853625,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00019,Micro Procurement,SUPER TASTE LIMITED,12-08-2025,Head PDU,12 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:04:19.171924,successful_only,,,,,
"Provision of Breakfast, Public Address System and Session water at the Ordinary Council meeting.","<span class=""text-muted"">CELINCIA EVENTS AND SUPPLIES LIMITED</span>",18-08-2025,"UGX
                                            :4,393,400.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61908300,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00015,Micro Procurement,CELINCIA EVENTS AND SUPPLIES LIMITED,18-08-2025,Head PDU,18 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:04:21.531514,successful_only,,,,,
A PROCUREMENT OF A QUARTER PAGE PUBLICATION ON THE COLLECTION OF LOCAL SERVICE TAX IN A LUGANDA DAILY,"<span class=""text-muted"">NEW VISION PRINTING AND PUBLISHING CO. LTD, CHANGED FROM PRIVATE COMPANY TO PUBLIC</span>",10-09-2025,"UGX
                                            :1,993,900.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62977500,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00154,Micro Procurement,"NEW VISION PRINTING AND PUBLISHING CO. LTD, CHANGED FROM PRIVATE COMPANY TO PUBLIC",10-09-2025,Head PDU,10 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:04:23.903208,successful_only,,,,,
Facility maintenance and repair services - Repair of the greenhouse at Kyanja Agricultural Resource Centre,"<span class=""text-muted"">KASEMALE PREMIUM ENTERPRISES LIMITED</span>",19-09-2025,"UGX
                                            :3,990,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62979525,Kampala Capital City Authority,KCCA/WRKS/2025-2026/00003,Micro Procurement,KASEMALE PREMIUM ENTERPRISES LIMITED,19-09-2025,Head PDU,19 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:04:26.247224,unsuccessful,GESES UGANDA LTD,"4,938,300.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
"Building and facility maintenance and repair services - Maintenance Of KCCA properties(Including Minor Repairs, LUBAGA DIVISION","<span class=""text-muted"">KASEMALE PREMIUM ENTERPRISES LIMITED</span>",19-09-2025,"UGX
                                            :1,439,002.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62981550,Kampala Capital City Authority,KCCA/WRKS/2025-2026/00013,Micro Procurement,KASEMALE PREMIUM ENTERPRISES LIMITED,19-09-2025,Head PDU,19 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:04:28.627481,successful_only,,,,,
ENGAGEMENT TO DISCUSS THE MATTER OF PDM - COMMUNITY BASED FACILITATORS (CBFs),"<span class=""text-muted"">PENINA RESTAURANT & TAKE AWAY LIMITED</span>",01-10-2025,"UGX
                                            :3,382,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/64018350,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00313,Micro Procurement,PENINA RESTAURANT & TAKE AWAY LIMITED,01-10-2025,Head PDU,01 Oct 2025,ACCOUNTING OFFICER,2025-10-04T13:04:30.978195,successful_only,,,,,
Emergency Plumbing materials for Kawempe Division,"<span class=""text-muted"">LASAMBA GENERAL ENTERPRISES</span>",01-10-2025,"UGX
                                            :285,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/64020375,Kampala Capital City Authority,KCCA/WRKS/2025-2026/00037,Micro Procurement,LASAMBA GENERAL ENTERPRISES,01-10-2025,Head PDU,01 Oct 2025,ACCOUNTING OFFICER,2025-10-04T13:04:33.334553,unsuccessful,OPTER TECHNOLOGICAL COMPANY LIMITED,"308,000.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
PROCUREMENT OF PPE'S TO BE USED DURING FACILITY INSPECTIONS,"<span class=""text-muted"">DABGOLD (U) LTD</span>",29-09-2025,"UGX
                                            :4,920,001.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/64022400,Kampala Capital City Authority,KCCA/SUPLS/2025-2026/00232,Micro Procurement,DABGOLD (U) LTD,29-09-2025,Head PDU,29 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:04:35.643832,unsuccessful,DILLMO (U) LIMITED,"4,950,001.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
PROCUREMENT OF DRY ORGANIC MANURE FOR PROPAGATION AT KCCA PLANT NURSERY,"<span class=""text-muted"">GREEN-ECO CONCEPTS INVESTMENT LIMITED</span>",15-08-2025,"UGX
                                            :4,900,500.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61987275,Kampala Capital City Authority,KCCA/SUPLS/2025-2026/00047,Micro Procurement,GREEN-ECO CONCEPTS INVESTMENT LIMITED,15-08-2025,Head PDU,15 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:04:37.992654,successful_only,,,,,
EXECUTIVE BREAKFAST,"<span class=""text-muted"">PENINA RESTAURANT & TAKE AWAY LIMITED</span>",10-09-2025,"UGX
                                            :1,711,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63024075,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00179,Micro Procurement,PENINA RESTAURANT & TAKE AWAY LIMITED,10-09-2025,Head PDU,10 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:04:40.369943,successful_only,,,,,
Stakeholder Community Engagement on Kiteezi Landfill Rehabilitation with UN Habitant,"<span class=""text-muted"">PENINA RESTAURANT & TAKE AWAY LIMITED</span>",18-09-2025,"UGX
                                            :1,507,450.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63554625,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00110,Micro Procurement,PENINA RESTAURANT & TAKE AWAY LIMITED,18-09-2025,Head PDU,18 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:04:42.788934,successful_only,,,,,
Procurement of  Natural Jute Rope for Tree Management in The City,"<span class=""text-muted"">VACOM GENERAL TRADING LIMITED</span>",18-09-2025,"UGX
                                            :1,500,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63556650,Kampala Capital City Authority,KCCA/SUPLS/2025-2026/00205,Micro Procurement,VACOM GENERAL TRADING LIMITED,18-09-2025,Head PDU,18 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:04:45.128360,successful_only,,,,,
Stakeholder Engagement with PSs at Solid Waste Management Facility,"<span class=""text-muted"">TENDO CATERING FAMILY</span>",19-09-2025,"UGX
                                            :825,765.18
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63582975,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00271,Micro Procurement,TENDO CATERING FAMILY,19-09-2025,Head PDU,19 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:04:47.658910,successful_only,,,,,
TEAM WEAR FOR KCCA VOLLEYBALL CLUB,"<span class=""text-muted"">OFX TRADERS LIMITED</span>",22-09-2025,"UGX
                                            :4,956,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63639675,Kampala Capital City Authority,KCCA/SUPLS/2025-2026/00073,Micro Procurement,OFX TRADERS LIMITED,22-09-2025,Head PDU,22 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:04:50.196080,successful_only,,,,,
PROCUREMENT OF TREE SEEDLINGS FOR PLANTING,"<span class=""text-muted"">FORE STAR CONSULTS LIMITED</span>",01-09-2025,"UGX
                                            :4,664,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62627175,Kampala Capital City Authority,KCCA/SUPLS/2025-2026/00099,Micro Procurement,FORE STAR CONSULTS LIMITED,01-09-2025,Head PDU,01 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:04:52.836022,successful_only,,,,,
PROCUREMENT OF TREE SEEDS FOR PROPAGATION,"<span class=""text-muted"">HARVEYS INVESTMENTS LIMITED</span>",22-08-2025,"UGX
                                            :4,880,500.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62165475,Kampala Capital City Authority,KCCA/SUPLS/2025-2026/00074,Micro Procurement,HARVEYS INVESTMENTS LIMITED,22-08-2025,Head PDU,22 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:04:56.015758,successful_only,,,,,
PROCUREMENT OF TREE SEEDLINGS FOR PLANTING,"<span class=""text-muted"">FORE STAR CONSULTS LIMITED</span>",11-09-2025,"UGX
                                            :4,860,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63230625,Kampala Capital City Authority,KCCA/SUPLS/2025-2026/00139,Micro Procurement,FORE STAR CONSULTS LIMITED,11-09-2025,Head PDU,11 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:04:58.636138,successful_only,,,,,
Procurement of Engraving Services under Framework Contract.,3Bidders,16-07-2025,"UGX
                                            :0.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61527600,Ministry of Local Government,MoLG/NCONS/2024-2025/00020,Open Domestic Bidding Method,,30-07-2025,Head PDU,16 Jul 2025,ACCOUNTING OFFICER,2025-10-04T13:05:01.008969,successful_only,,,,,
Procurement of Assorted Tonner and Cartridge's Under Framework Contract for 18 months,11Bidders,09-09-2025,"UGX
                                            :0.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62159400,Ministry of Local Government,MoLG/SUPLS/2024-2025/00040,Open Domestic Bidding Method,,23-09-2025,Head PDU,09 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:05:03.723771,successful_only,,,,,
PROCUREMENT OF HOTEL SERVICES FOR MOLG WORKSHOP ON STRENGTHENING LOCAL ECONOMIC DEVELOPMENT AND INVESTMENT COMMITTEEES IN KIGEZI SUB REGION TO CATALYZE LOCAL INVESTMENTS FOR JOB CREATION AND REVENUE  GROWTH WORKSHOPS,"<span class=""text-muted"">BUNYONYI SAFARIS LIMITED</span>",30-09-2025,"UGX
                                            :31,535,264.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63728775,Ministry of Local Government,MoLG/NCONS/2025-2026/00002,Request for Quotations/Proposals,BUNYONYI SAFARIS LIMITED,15-10-2025,Head PDU,30 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:05:06.288992,successful_only,,,,,
"Procurement of a short term consultancy for design, development and deployment of a modern website for the Ministry","<span class=""text-muted"">GNYX TECHNOLOGIES (U) LIMITED</span>",30-09-2025,"UGX
                                            :34,500,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63732825,Ministry of Local Government,MoLG/CONS/2025-2026/00001,Request for Quotations/Proposals,GNYX TECHNOLOGIES (U) LIMITED,15-10-2025,Head PDU,30 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:05:08.803005,unsuccessful,KACO SYSTEMS LTD,"56,286,590.00",,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: FailFinancial
                                                            Evaluation",Failed at Technical Evaluation Stage
"Procurement of a short term consultancy for design, development and deployment of a modern website for the Ministry","<span class=""text-muted"">GNYX TECHNOLOGIES (U) LIMITED</span>",30-09-2025,"UGX
                                            :34,500,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63732825,Ministry of Local Government,MoLG/CONS/2025-2026/00001,Request for Quotations/Proposals,GNYX TECHNOLOGIES (U) LIMITED,15-10-2025,Head PDU,30 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:05:08.803005,unsuccessful,GULF AFRICA LIMITED,"42,480,001.18",,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: FailFinancial
                                                            Evaluation",Failed at Technical Evaluation Stage
